column_a,trans_id,account_id,type,operation,amount,balance,k_symbol,bank,account,year,month,day,fulldate,fulltime,fulldatewithtime,date
856987,T00252781,A00000866,Debit,Remittance to Another Bank,465.0,38586.4,Household,State Street Corp.,81990486.0,2018,5,8,2018-05-08,15:20:33,2018-05-08T15:20:33,2018-05-08
856997,T00252925,A00000866,Debit,Remittance to Another Bank,504.0,39051.4,Insurance Payment,Bank of America,94022661.0,2018,5,8,2018-05-08,14:15:32,2018-05-08T14:15:32,2018-05-08
858387,T00173096,A00000580,Debit,Cash Withdrawal,3200.0,31921.3,,,,2018,5,10,2018-05-10,15:55:45,2018-05-10T15:55:45,2018-05-10
858607,T00435345,A00001479,Debit,Remittance to Another Bank,2162.0,21391.7,Household,TD Bank,35573202.0,2018,5,10,2018-05-10,15:43:40,2018-05-10T15:43:40,2018-05-10
858953,T00005293,A00000022,Debit,Remittance to Another Bank,6352.0,27315.1,Household,Capital One,34691494.0,2018,5,10,2018-05-10,09:11:03,2018-05-10T09:11:03,2018-05-10
859195,T00252853,A00000866,Debit,Remittance to Another Bank,38.0,38548.4, ,Citigroup,26753026.0,2018,5,10,2018-05-10,09:34:25,2018-05-10T09:34:25,2018-05-10
859314,T00731198,A00002499,Debit,Remittance to Another Bank,112.0,26277.0,Household,Citigroup,26827723.0,2018,5,11,2018-05-11,14:08:20,2018-05-11T14:08:20,2018-05-11
859317,T00731318,A00002499,Debit,Cash Withdrawal,2300.0,23977.0,,,,2018,5,11,2018-05-11,15:09:47,2018-05-11T15:09:47,2018-05-11
860299,T00252709,A00000866,Credit,Credit in Cash,12644.0,51192.4,,,,2018,5,11,2018-05-11,09:18:12,2018-05-11T09:18:12,2018-05-11
860414,T00731162,A00002499,Credit,Credit in Cash,5855.0,29832.0,,,,2018,5,12,2018-05-12,13:16:28,2018-05-12T13:16:28,2018-05-12
861469,T00005233,A00000022,Credit,Credit in Cash,16873.0,44188.1,,,,2018,5,12,2018-05-12,10:05:58,2018-05-12T10:05:58,2018-05-12
861609,T01424363,A00004852,Debit,Remittance to Another Bank,5925.0,18520.4,Loan Payment,State Street Corp.,98242383.0,2018,5,12,2018-05-12,15:27:32,2018-05-12T15:27:32,2018-05-12
861614,T01424267,A00004852,Credit,Credit in Cash,7191.0,24445.4,,,,2018,5,12,2018-05-12,12:02:50,2018-05-12T12:02:50,2018-05-12
861980,T00731234,A00002499,Debit,Remittance to Another Bank,1933.0,27899.0, ,Capital One,97045737.0,2018,5,13,2018-05-13,13:35:02,2018-05-13T13:35:02,2018-05-13
862154,T00172976,A00000580,Debit,Remittance to Another Bank,3571.0,28350.3,Household,Morgan Stanley,18037027.0,2018,5,13,2018-05-13,10:54:13,2018-05-13T10:54:13,2018-05-13
863251,T00474214,A00001615,Credit,Collection from Another Bank,6626.0,22626.7,Old Age Pension,Capital One,96091472.0,2018,5,14,2018-05-14,10:55:46,2018-05-14T10:55:46,2018-05-14
863254,T00474238,A00001615,Debit,Remittance to Another Bank,3124.0,19502.7,Household,TD Bank,27684122.0,2018,5,14,2018-05-14,15:34:53,2018-05-14T15:34:53,2018-05-14
863763,T02616270,A00008645,Credit,Credit in Cash,16929.0,30585.9,,,,2018,5,14,2018-05-14,13:59:53,2018-05-14T13:59:53,2018-05-14
864170,T00253226,A00000866,Debit,Cash Withdrawal,6800.0,44392.4,,,,2018,5,14,2018-05-14,11:50:57,2018-05-14T11:50:57,2018-05-14
864697,T02616318,A00008645,Debit,Cash Withdrawal,4200.0,26385.9,,,0.0,2018,5,16,2018-05-16,12:30:31,2018-05-16T12:30:31,2018-05-16
865062,T00731316,A00002499,Debit,Cash Withdrawal,3500.0,24399.0,,,,2018,5,18,2018-05-18,10:46:18,2018-05-18T10:46:18,2018-05-18
865094,T00474301,A00001615,Debit,Cash Withdrawal,6500.0,13002.7,,,,2018,5,18,2018-05-18,09:45:05,2018-05-18T09:45:05,2018-05-18
865131,T00977689,A00003332,Debit,Cash Withdrawal,2300.0,37954.6,,,,2018,5,18,2018-05-18,12:56:14,2018-05-18T12:56:14,2018-05-18
865160,T00435488,A00001479,Debit,Cash Withdrawal,3600.0,17791.7,,,,2018,5,18,2018-05-18,16:02:26,2018-05-18T16:02:26,2018-05-18
865432,T00977729,A00003332,Debit,Cash Withdrawal,3200.0,34754.6,,,,2018,5,19,2018-05-19,14:37:33,2018-05-19T14:37:33,2018-05-19
865511,T02616391,A00008645,Debit,Cash Withdrawal,5100.0,21285.9,,,,2018,5,19,2018-05-19,10:01:53,2018-05-19T10:01:53,2018-05-19
865702,T00358202,A00001216,Debit,Cash Withdrawal,3900.0,13134.8,,,,2018,5,20,2018-05-20,15:12:17,2018-05-20T15:12:17,2018-05-20
867314,T01424505,A00004852,Credit,Credit in Cash,6300.0,24820.4,,,,2018,5,27,2018-05-27,08:28:08,2018-05-27T08:28:08,2018-05-27
867374,T00731382,A00002499,Credit,Credit in Cash,1900.0,26299.0,,,,2018,5,28,2018-05-28,12:49:10,2018-05-28T12:49:10,2018-05-28
868054,T00731348,A00002499,Debit,Cash Withdrawal,14.6,26394.9,Payment on Statement,,,2018,5,31,2018-05-31,14:12:27,2018-05-31T14:12:27,2018-05-31
868690,T03579106,A00001479,Credit,,79.9,17871.6,Interest Credited,,,2018,5,31,2018-05-31,14:15:45,2018-05-31T14:15:45,2018-05-31
869019,T00474291,A00001615,Debit,Cash Withdrawal,14.6,13057.9,Payment on Statement,,,2018,5,31,2018-05-31,12:29:52,2018-05-31T12:29:52,2018-05-31
869078,T03558862,A00000866,Credit,,179.4,44571.8,Interest Credited,,,2018,5,31,2018-05-31,16:58:16,2018-05-31T16:58:16,2018-05-31
869667,T00173066,A00000580,Debit,Cash Withdrawal,14.6,28458.9,Payment on Statement,,,2018,5,31,2018-05-31,09:42:48,2018-05-31T09:42:48,2018-05-31
870715,T00977709,A00003332,Debit,Cash Withdrawal,14.6,34879.9,Payment on Statement,,,2018,5,31,2018-05-31,15:00:29,2018-05-31T15:00:29,2018-05-31
871186,T00358169,A00001216,Debit,Cash Withdrawal,14.6,13188.6,Payment on Statement,,,2018,5,31,2018-05-31,15:13:13,2018-05-31T15:13:13,2018-05-31
871229,T00435446,A00001479,Debit,Cash Withdrawal,14.6,17857.0,Payment on Statement,,,2018,5,31,2018-05-31,10:45:51,2018-05-31T10:45:51,2018-05-31
871747,T03583462,A00001615,Credit,,69.8,13072.5,Interest Credited,,,2018,5,31,2018-05-31,13:25:25,2018-05-31T13:25:25,2018-05-31
872492,T03502668,A00008645,Credit,,89.9,21375.8,Interest Credited,,,2018,5,31,2018-05-31,13:52:37,2018-05-31T13:52:37,2018-05-31
872611,T03549792,A00000580,Credit,,123.1,28473.5,Interest Credited,,,2018,5,31,2018-05-31,08:10:52,2018-05-31T08:10:52,2018-05-31
872842,T03465522,A00003332,Credit,,139.9,34894.5,Interest Credited,,,2018,5,31,2018-05-31,16:27:47,2018-05-31T16:27:47,2018-05-31
873334,T02616374,A00008645,Debit,Cash Withdrawal,14.6,21454.0,Payment on Statement,,,2018,5,31,2018-05-31,14:59:58,2018-05-31T14:59:58,2018-05-31
874609,T00005395,A00000022,Debit,Cash Withdrawal,14.6,44349.7,Payment on Statement,,,2018,5,31,2018-05-31,13:04:58,2018-05-31T13:04:58,2018-05-31
874614,T00005452,A00000022,Debit,Cash Withdrawal,16400.0,27949.7,,,,2018,5,31,2018-05-31,12:22:15,2018-05-31T12:22:15,2018-05-31
875045,T01424461,A00004852,Debit,Cash Withdrawal,14.6,24901.1,Payment on Statement,,,2018,5,31,2018-05-31,12:31:09,2018-05-31T12:31:09,2018-05-31
875431,T03612876,A00002499,Credit,,110.5,26409.5,Interest Credited,,,2018,5,31,2018-05-31,08:36:53,2018-05-31T08:36:53,2018-05-31
875570,T03667397,A00004852,Credit,,95.3,24915.7,Interest Credited,,,2018,5,31,2018-05-31,11:45:52,2018-05-31T11:45:52,2018-05-31
875952,T03570686,A00001216,Credit,,68.4,13203.2,Interest Credited,,,2018,5,31,2018-05-31,11:26:02,2018-05-31T11:26:02,2018-05-31
876553,T03476392,A00008645,Credit,,92.7,21468.6,Interest Credited,,,2018,5,31,2018-05-31,15:52:34,2018-05-31T15:52:34,2018-05-31
876627,T00253155,A00000866,Debit,Cash Withdrawal,14.6,44557.2,Payment on Statement,,,2018,5,31,2018-05-31,16:04:46,2018-05-31T16:04:46,2018-05-31
876803,T03531017,A00000022,Credit,,176.1,44364.3,Interest Credited,,,2018,5,31,2018-05-31,12:46:46,2018-05-31T12:46:46,2018-05-31
878048,T00005340,A00000022,Debit,Cash Withdrawal,1800.0,26149.7,,,,2018,6,3,2018-06-03,13:35:27,2018-06-03T13:35:27,2018-06-03
878455,T00731271,A00002499,Debit,Remittance to Another Bank,1858.0,24536.9,Insurance Payment,Citigroup,12857330.0,2018,6,5,2018-06-05,09:23:02,2018-06-05T09:23:02,2018-06-05
878628,T00173013,A00000580,Debit,Remittance to Another Bank,1715.0,26743.9, ,JPMorgan Chase,27916240.0,2018,6,5,2018-06-05,12:01:29,2018-06-05T12:01:29,2018-06-05
878851,T00358077,A00001216,Credit,Collection from Another Bank,3524.0,16712.6,,PNC Financial Services,67353.0,2018,6,5,2018-06-05,13:46:42,2018-06-05T13:46:42,2018-06-05
878852,T00358113,A00001216,Debit,Remittance to Another Bank,2349.0,14363.6,Household,PNC Financial Services,9067219.0,2018,6,5,2018-06-05,12:43:05,2018-06-05T12:43:05,2018-06-05
879124,T02616295,A00008645,Debit,Remittance to Another Bank,8919.0,12535.0,Household,Morgan Stanley,37808364.0,2018,6,5,2018-06-05,11:14:23,2018-06-05T11:14:23,2018-06-05
879573,T00252998,A00000866,Debit,Remittance to Another Bank,3844.0,40713.2, ,U.S. Bancorp,70676672.0,2018,6,5,2018-06-05,08:12:42,2018-06-05T08:12:42,2018-06-05
879855,T00172941,A00000580,Credit,Credit in Cash,11895.0,38638.9,,,,2018,6,6,2018-06-06,14:02:25,2018-06-06T14:02:25,2018-06-06
879857,T00173022,A00000580,Debit,Cash Withdrawal,19040.0,19598.9,,,,2018,6,6,2018-06-06,10:32:43,2018-06-06T10:32:43,2018-06-06
880082,T00435298,A00001479,Credit,Collection from Another Bank,3244.0,21101.0,,Wells Fargo & Co.,79756843.0,2018,6,6,2018-06-06,13:43:13,2018-06-06T13:43:13,2018-06-06
880569,T01424316,A00004852,Debit,Remittance to Another Bank,4794.0,20107.1,Household,TD Bank,23212576.0,2018,6,6,2018-06-06,13:51:34,2018-06-06T13:51:34,2018-06-06
881224,T00977658,A00003332,Credit,Credit in Cash,11691.0,46570.9,,,,2018,6,7,2018-06-07,11:12:10,2018-06-07T11:12:10,2018-06-07
883192,T00252926,A00000866,Debit,Remittance to Another Bank,504.0,40209.2,Insurance Payment,Bank of America,94022661.0,2018,6,8,2018-06-08,12:36:59,2018-06-08T12:36:59,2018-06-08
883197,T00252782,A00000866,Debit,Remittance to Another Bank,465.0,39744.2,Household,State Street Corp.,81990486.0,2018,6,8,2018-06-08,09:54:11,2018-06-08T09:54:11,2018-06-08
883495,T00173097,A00000580,Credit,Credit in Cash,8200.0,27798.9,,,,2018,6,9,2018-06-09,09:58:02,2018-06-09T09:58:02,2018-06-09
884914,T00435346,A00001479,Debit,Remittance to Another Bank,2162.0,18939.0,Household,TD Bank,35573202.0,2018,6,10,2018-06-10,16:19:57,2018-06-10T16:19:57,2018-06-10
885325,T00005294,A00000022,Debit,Remittance to Another Bank,6352.0,19797.7,Household,Capital One,34691494.0,2018,6,10,2018-06-10,12:12:23,2018-06-10T12:12:23,2018-06-10
885598,T00252854,A00000866,Debit,Remittance to Another Bank,38.0,39706.2, ,Citigroup,26753026.0,2018,6,10,2018-06-10,12:19:02,2018-06-10T12:19:02,2018-06-10
885724,T00731199,A00002499,Debit,Remittance to Another Bank,112.0,24424.9,Household,Citigroup,26827723.0,2018,6,11,2018-06-11,12:01:57,2018-06-11T12:01:57,2018-06-11
886753,T00252710,A00000866,Credit,Credit in Cash,18966.0,58672.2,,,,2018,6,11,2018-06-11,10:46:31,2018-06-11T10:46:31,2018-06-11
886875,T00731163,A00002499,Credit,Credit in Cash,8782.0,33206.9,,,,2018,6,12,2018-06-12,15:11:06,2018-06-12T15:11:06,2018-06-12
887996,T00005234,A00000022,Credit,Credit in Cash,25310.0,45107.7,,,,2018,6,12,2018-06-12,13:23:03,2018-06-12T13:23:03,2018-06-12
888145,T01424268,A00004852,Credit,Credit in Cash,10786.0,30893.1,,,,2018,6,12,2018-06-12,12:60:60,2018-06-12T12:60:60,2018-06-12
888153,T01424364,A00004852,Debit,Remittance to Another Bank,5925.0,24968.1,Loan Payment,State Street Corp.,98242383.0,2018,6,12,2018-06-12,09:57:56,2018-06-12T09:57:56,2018-06-12
888539,T00731235,A00002499,Debit,Remittance to Another Bank,1933.0,31273.9, ,Capital One,97045737.0,2018,6,13,2018-06-13,13:04:33,2018-06-13T13:04:33,2018-06-13
888714,T00172977,A00000580,Debit,Remittance to Another Bank,3571.0,24227.9,Household,Morgan Stanley,18037027.0,2018,6,13,2018-06-13,16:57:07,2018-06-13T16:57:07,2018-06-13
889371,T00005305,A00000022,Debit,Cash Withdrawal,5700.0,39407.7,,,,2018,6,13,2018-06-13,14:44:27,2018-06-13T14:44:27,2018-06-13
889628,T00253227,A00000866,Debit,Cash Withdrawal,8500.0,50172.2,,,,2018,6,13,2018-06-13,08:56:17,2018-06-13T08:56:17,2018-06-13
889888,T00474215,A00001615,Credit,Collection from Another Bank,6626.0,19683.9,Old Age Pension,Capital One,96091472.0,2018,6,14,2018-06-14,15:01:45,2018-06-14T15:01:45,2018-06-14
889889,T00474239,A00001615,Debit,Remittance to Another Bank,3124.0,16559.9,Household,TD Bank,27684122.0,2018,6,14,2018-06-14,16:45:30,2018-06-14T16:45:30,2018-06-14
890475,T02616271,A00008645,Credit,Credit in Cash,25394.0,37929.0,,,,2018,6,14,2018-06-14,11:39:39,2018-06-14T11:39:39,2018-06-14
890477,T02616319,A00008645,Debit,Cash Withdrawal,4100.0,33829.0,,,0.0,2018,6,14,2018-06-14,09:10:58,2018-06-14T09:10:58,2018-06-14
891196,T00435356,A00001479,Debit,Cash Withdrawal,5160.0,13779.0,,,,2018,6,15,2018-06-15,10:54:24,2018-06-15T10:54:24,2018-06-15
891797,T00474302,A00001615,Debit,Cash Withdrawal,1500.0,15059.9,,,,2018,6,17,2018-06-17,16:55:24,2018-06-17T16:55:24,2018-06-17
891873,T00435489,A00001479,Credit,Credit in Cash,1600.0,15379.0,,,,2018,6,17,2018-06-17,15:32:17,2018-06-17T15:32:17,2018-06-17
892187,T00977730,A00003332,Debit,Cash Withdrawal,3800.0,42770.9,,,,2018,6,18,2018-06-18,10:03:41,2018-06-18T10:03:41,2018-06-18
892332,T02616392,A00008645,Debit,Cash Withdrawal,6400.0,27429.0,,,,2018,6,18,2018-06-18,08:45:43,2018-06-18T08:45:43,2018-06-18
892609,T00358203,A00001216,Credit,Credit in Cash,3200.0,17563.6,,,,2018,6,19,2018-06-19,15:47:48,2018-06-19T15:47:48,2018-06-19
893128,T00173035,A00000580,Debit,Cash Withdrawal,720.0,23507.9,,,,2018,6,21,2018-06-21,16:28:29,2018-06-21T16:28:29,2018-06-21
894359,T00977666,A00003332,Debit,Cash Withdrawal,25000.0,17770.9,,,,2018,6,25,2018-06-25,08:28:23,2018-06-25T08:28:23,2018-06-25
894555,T00253010,A00000866,Debit,Cash Withdrawal,9100.0,41072.2,,,,2018,6,25,2018-06-25,08:24:03,2018-06-25T08:24:03,2018-06-25
894818,T01424506,A00004852,Credit,Credit in Cash,4300.0,29268.1,,,,2018,6,26,2018-06-26,12:42:24,2018-06-26T12:42:24,2018-06-26
894865,T00253088,A00000866,Debit,Cash Withdrawal,1200.0,39872.2,,,,2018,6,26,2018-06-26,10:44:12,2018-06-26T10:44:12,2018-06-26
894891,T00731383,A00002499,Credit,Credit in Cash,3800.0,35073.9,,,,2018,6,27,2018-06-27,12:59:02,2018-06-27T12:59:02,2018-06-27
895815,T00731349,A00002499,Debit,Cash Withdrawal,14.6,35183.5,Payment on Statement,,,2018,6,30,2018-06-30,08:50:33,2018-06-30T08:50:33,2018-06-30
896402,T03579107,A00001479,Credit,,68.0,15447.1,Interest Credited,,,2018,6,30,2018-06-30,08:29:38,2018-06-30T08:29:38,2018-06-30
896780,T00474292,A00001615,Debit,Cash Withdrawal,14.6,15105.1,Payment on Statement,,,2018,6,30,2018-06-30,14:28:53,2018-06-30T14:28:53,2018-06-30
896882,T03558863,A00000866,Credit,,187.9,40060.1,Interest Credited,,,2018,6,30,2018-06-30,16:36:50,2018-06-30T16:36:50,2018-06-30
897441,T00173067,A00000580,Debit,Cash Withdrawal,14.6,23603.7,Payment on Statement,,,2018,6,30,2018-06-30,10:26:17,2018-06-30T10:26:17,2018-06-30
898489,T00977710,A00003332,Debit,Cash Withdrawal,14.6,17894.9,Payment on Statement,,,2018,6,30,2018-06-30,14:55:17,2018-06-30T14:55:17,2018-06-30
898952,T00358170,A00001216,Debit,Cash Withdrawal,14.6,17617.6,Payment on Statement,,,2018,6,30,2018-06-30,15:05:25,2018-06-30T15:05:25,2018-06-30
898996,T00435447,A00001479,Debit,Cash Withdrawal,14.6,15432.5,Payment on Statement,,,2018,6,30,2018-06-30,12:10:04,2018-06-30T12:10:04,2018-06-30
899448,T03583463,A00001615,Credit,,59.8,15119.7,Interest Credited,,,2018,6,30,2018-06-30,12:43:35,2018-06-30T12:43:35,2018-06-30
900298,T03502669,A00008645,Credit,,62.8,27595.7,Interest Credited,,,2018,6,30,2018-06-30,10:16:36,2018-06-30T10:16:36,2018-06-30
900391,T03549793,A00000580,Credit,,110.4,23618.3,Interest Credited,,,2018,6,30,2018-06-30,14:19:49,2018-06-30T14:19:49,2018-06-30
900560,T03465523,A00003332,Credit,,138.6,17909.5,Interest Credited,,,2018,6,30,2018-06-30,16:23:03,2018-06-30T16:23:03,2018-06-30
901137,T02616375,A00008645,Debit,Cash Withdrawal,14.6,27581.1,Payment on Statement,,,2018,6,30,2018-06-30,13:37:56,2018-06-30T13:37:56,2018-06-30
902426,T00005453,A00000022,Debit,Cash Withdrawal,10300.0,29235.0,,,,2018,6,30,2018-06-30,12:33:03,2018-06-30T12:33:03,2018-06-30
902429,T00005396,A00000022,Debit,Cash Withdrawal,14.6,39535.0,Payment on Statement,,,2018,6,30,2018-06-30,11:21:10,2018-06-30T11:21:10,2018-06-30
902868,T01424462,A00004852,Debit,Cash Withdrawal,14.6,29356.9,Payment on Statement,,,2018,6,30,2018-06-30,16:09:00,2018-06-30T16:09:00,2018-06-30
903191,T03612877,A00002499,Credit,,124.2,35198.1,Interest Credited,,,2018,6,30,2018-06-30,13:42:06,2018-06-30T13:42:06,2018-06-30
903476,T03667398,A00004852,Credit,,103.4,29371.5,Interest Credited,,,2018,6,30,2018-06-30,12:55:09,2018-06-30T12:55:09,2018-06-30
903774,T03570687,A00001216,Credit,,68.6,17632.2,Interest Credited,,,2018,6,30,2018-06-30,16:31:17,2018-06-30T16:31:17,2018-06-30
904368,T03476393,A00008645,Credit,,103.9,27532.9,Interest Credited,,,2018,6,30,2018-06-30,15:58:37,2018-06-30T15:58:37,2018-06-30
904459,T00253156,A00000866,Debit,Cash Withdrawal,14.6,40045.5,Payment on Statement,,,2018,6,30,2018-06-30,16:29:01,2018-06-30T16:29:01,2018-06-30
904651,T03531018,A00000022,Credit,,141.9,39549.6,Interest Credited,,,2018,6,30,2018-06-30,09:23:28,2018-06-30T09:23:28,2018-06-30
905635,T00977690,A00003332,Debit,Cash Withdrawal,800.0,17094.9,,,,2018,7,3,2018-07-03,15:19:51,2018-07-03T15:19:51,2018-07-03
905687,T02616320,A00008645,Debit,Cash Withdrawal,3300.0,24281.1,,,0.0,2018,7,3,2018-07-03,16:24:18,2018-07-03T16:24:18,2018-07-03
906020,T00731272,A00002499,Debit,Remittance to Another Bank,1858.0,33325.5,Insurance Payment,Citigroup,12857330.0,2018,7,5,2018-07-05,14:49:06,2018-07-05T14:49:06,2018-07-05
906195,T00173014,A00000580,Debit,Remittance to Another Bank,1715.0,21888.7, ,JPMorgan Chase,27916240.0,2018,7,5,2018-07-05,08:02:22,2018-07-05T08:02:22,2018-07-05
906397,T00358078,A00001216,Credit,Collection from Another Bank,3524.0,21141.6,,PNC Financial Services,67353.0,2018,7,5,2018-07-05,14:13:48,2018-07-05T14:13:48,2018-07-05
906406,T00358114,A00001216,Debit,Remittance to Another Bank,2349.0,18792.6,Household,PNC Financial Services,9067219.0,2018,7,5,2018-07-05,12:46:49,2018-07-05T12:46:49,2018-07-05
906655,T02616296,A00008645,Debit,Remittance to Another Bank,8919.0,15362.1,Household,Morgan Stanley,37808364.0,2018,7,5,2018-07-05,09:40:15,2018-07-05T09:40:15,2018-07-05
907082,T00252999,A00000866,Debit,Remittance to Another Bank,3844.0,36201.5, ,U.S. Bancorp,70676672.0,2018,7,5,2018-07-05,15:58:40,2018-07-05T15:58:40,2018-07-05
907347,T00172942,A00000580,Credit,Credit in Cash,7930.0,29818.7,,,,2018,7,6,2018-07-06,12:28:13,2018-07-06T12:28:13,2018-07-06
907560,T00435299,A00001479,Credit,Collection from Another Bank,3244.0,18676.5,,Wells Fargo & Co.,79756843.0,2018,7,6,2018-07-06,10:46:16,2018-07-06T10:46:16,2018-07-06
908010,T01424317,A00004852,Debit,Remittance to Another Bank,4794.0,24562.9,Household,TD Bank,23212576.0,2018,7,6,2018-07-06,15:38:23,2018-07-06T15:38:23,2018-07-06
908308,T00731317,A00002499,Debit,Cash Withdrawal,4600.0,28725.5,,,,2018,7,7,2018-07-07,15:49:23,2018-07-07T15:49:23,2018-07-07
908608,T00977659,A00003332,Credit,Credit in Cash,7794.0,24888.9,,,,2018,7,7,2018-07-07,13:49:20,2018-07-07T13:49:20,2018-07-07
910454,T00252927,A00000866,Debit,Remittance to Another Bank,504.0,35697.5,Insurance Payment,Bank of America,94022661.0,2018,7,8,2018-07-08,10:31:01,2018-07-08T10:31:01,2018-07-08
910456,T00252783,A00000866,Debit,Remittance to Another Bank,465.0,35232.5,Household,State Street Corp.,81990486.0,2018,7,8,2018-07-08,10:15:09,2018-07-08T10:15:09,2018-07-08
910735,T00173098,A00000580,Credit,Credit in Cash,5300.0,35118.7,,,,2018,7,9,2018-07-09,09:50:39,2018-07-09T09:50:39,2018-07-09
912059,T00435347,A00001479,Debit,Remittance to Another Bank,2162.0,16514.5,Household,TD Bank,35573202.0,2018,7,10,2018-07-10,16:01:11,2018-07-10T16:01:11,2018-07-10
912430,T00005295,A00000022,Debit,Remittance to Another Bank,6352.0,22883.0,Household,Capital One,34691494.0,2018,7,10,2018-07-10,11:34:42,2018-07-10T11:34:42,2018-07-10
912679,T00252855,A00000866,Debit,Remittance to Another Bank,38.0,35194.5, ,Citigroup,26753026.0,2018,7,10,2018-07-10,10:46:00,2018-07-10T10:46:00,2018-07-10
912789,T00731200,A00002499,Debit,Remittance to Another Bank,112.0,28613.5,Household,Citigroup,26827723.0,2018,7,11,2018-07-11,09:60:16,2018-07-11T09:60:16,2018-07-11
913734,T00252711,A00000866,Credit,Credit in Cash,12644.0,47838.5,,,,2018,7,11,2018-07-11,10:14:33,2018-07-11T10:14:33,2018-07-11
913842,T00731164,A00002499,Credit,Credit in Cash,5855.0,34468.5,,,,2018,7,12,2018-07-12,13:54:38,2018-07-12T13:54:38,2018-07-12
914926,T00005235,A00000022,Credit,Credit in Cash,16873.0,39756.0,,,,2018,7,12,2018-07-12,10:31:47,2018-07-12T10:31:47,2018-07-12
915059,T01424365,A00004852,Debit,Remittance to Another Bank,5925.0,25828.9,Loan Payment,State Street Corp.,98242383.0,2018,7,12,2018-07-12,10:03:48,2018-07-12T10:03:48,2018-07-12
915068,T01424269,A00004852,Credit,Credit in Cash,7191.0,31753.9,,,,2018,7,12,2018-07-12,13:59:31,2018-07-12T13:59:31,2018-07-12
915445,T00731236,A00002499,Debit,Remittance to Another Bank,1933.0,32535.5, ,Capital One,97045737.0,2018,7,13,2018-07-13,10:03:11,2018-07-13T10:03:11,2018-07-13
915609,T00172978,A00000580,Debit,Remittance to Another Bank,3571.0,31547.7,Household,Morgan Stanley,18037027.0,2018,7,13,2018-07-13,14:33:07,2018-07-13T14:33:07,2018-07-13
916453,T00253228,A00000866,Credit,Credit in Cash,1500.0,49338.5,,,,2018,7,13,2018-07-13,15:59:04,2018-07-13T15:59:04,2018-07-13
916693,T00474216,A00001615,Credit,Collection from Another Bank,6626.0,21731.1,Old Age Pension,Capital One,96091472.0,2018,7,14,2018-07-14,09:20:57,2018-07-14T09:20:57,2018-07-14
916694,T00474240,A00001615,Debit,Remittance to Another Bank,3124.0,18607.1,Household,TD Bank,27684122.0,2018,7,14,2018-07-14,09:51:05,2018-07-14T09:51:05,2018-07-14
917238,T02616272,A00008645,Credit,Credit in Cash,16929.0,32291.1,,,,2018,7,14,2018-07-14,10:14:44,2018-07-14T10:14:44,2018-07-14
918277,T00474303,A00001615,Debit,Cash Withdrawal,4000.0,14607.1,,,,2018,7,17,2018-07-17,11:45:01,2018-07-17T11:45:01,2018-07-17
918342,T00435490,A00001479,Debit,Cash Withdrawal,1700.0,14814.5,,,,2018,7,17,2018-07-17,08:23:58,2018-07-17T08:23:58,2018-07-17
918593,T00977731,A00003332,Credit,Credit in Cash,6700.0,31588.9,,,,2018,7,18,2018-07-18,10:01:50,2018-07-18T10:01:50,2018-07-18
918711,T02616393,A00008645,Debit,Cash Withdrawal,8100.0,24191.1,,,,2018,7,18,2018-07-18,08:59:58,2018-07-18T08:59:58,2018-07-18
918919,T00358204,A00001216,Credit,Credit in Cash,2600.0,21392.6,,,,2018,7,19,2018-07-19,11:33:39,2018-07-19T11:33:39,2018-07-19
918920,T00358139,A00001216,Debit,Cash Withdrawal,300.0,21092.6,,,,2018,7,19,2018-07-19,12:49:01,2018-07-19T12:49:01,2018-07-19
919960,T00173032,A00000580,Debit,Cash Withdrawal,4200.0,27347.7,,,,2018,7,24,2018-07-24,16:55:23,2018-07-24T16:55:23,2018-07-24
920294,T01424418,A00004852,Debit,Cash Withdrawal,5760.0,20068.9,,,,2018,7,25,2018-07-25,12:05:54,2018-07-25T12:05:54,2018-07-25
920504,T01424507,A00004852,Credit,Credit in Cash,1800.0,21868.9,,,,2018,7,26,2018-07-26,09:31:59,2018-07-26T09:31:59,2018-07-26
920555,T00731384,A00002499,Credit,Credit in Cash,5700.0,38235.5,,,,2018,7,27,2018-07-27,15:12:15,2018-07-27T15:12:15,2018-07-27
921379,T00005454,A00000022,Debit,Cash Withdrawal,13900.0,25856.0,,,,2018,7,30,2018-07-30,10:37:39,2018-07-30T10:37:39,2018-07-30
921457,T00731350,A00002499,Debit,Cash Withdrawal,14.6,38359.4,Payment on Statement,,,2018,7,31,2018-07-31,09:31:03,2018-07-31T09:31:03,2018-07-31
922065,T03579108,A00001479,Credit,,62.9,14877.3,Interest Credited,,,2018,7,31,2018-07-31,14:30:26,2018-07-31T14:30:26,2018-07-31
922395,T00474293,A00001615,Debit,Cash Withdrawal,14.6,14657.1,Payment on Statement,,,2018,7,31,2018-07-31,12:43:59,2018-07-31T12:43:59,2018-07-31
922465,T03558864,A00000866,Credit,,185.3,49523.8,Interest Credited,,,2018,7,31,2018-07-31,12:25:27,2018-07-31T12:25:27,2018-07-31
923051,T00173068,A00000580,Debit,Cash Withdrawal,14.6,27455.4,Payment on Statement,,,2018,7,31,2018-07-31,09:13:20,2018-07-31T09:13:20,2018-07-31
924118,T00977711,A00003332,Debit,Cash Withdrawal,14.6,31684.8,Payment on Statement,,,2018,7,31,2018-07-31,14:31:03,2018-07-31T14:31:03,2018-07-31
